time,task_id,prev_status,status,prev_assigned_vehicle_id,assigned_vehicle_id,pickup_node_id,delivery_node_id,demand,priority,arrival_time,scenario_id
3.8970210939602623,1,pending,pending,,,1,40,53.529044696528,0,3.8970210939602623,2
439.91408309435724,1,pending,pending,,,1,40,59.59983264143224,0,439.91408309435724,0
548.7866199118375,1,pending,pending,,,1,40,76.28452027457834,0,548.7866199118375,1
562.8998397329177,2,pending,pending,,,2,41,56.42379882185655,0,562.8998397329177,1
671.7485868125777,2,pending,pending,,,2,41,75.87094962935316,0,671.7485868125777,2
769.0700663096341,3,pending,pending,,,3,42,59.02921754101406,0,769.0700663096341,1
969.6137223333996,2,pending,pending,,,2,41,60.72843459504532,0,969.6137223333996,0
1150.9114938923922,4,pending,pending,,,4,43,84.99399506459214,0,1150.9114938923922,1
1221.962870967871,3,pending,pending,,,3,42,65.43202715079286,0,1221.962870967871,2
1486.0495226310156,5,pending,pending,,,5,44,64.24562186817306,0,1486.0495226310156,1
1511.3541882190393,6,pending,pending,,,6,45,42.274733854846836,0,1511.3541882190393,1
1568.6639401145126,3,pending,pending,,,3,42,103.51494545744465,0,1568.6639401145126,0
1642.931022701731,4,pending,pending,,,4,43,57.59232102120162,0,1642.931022701731,0
1783.9196254149429,7,pending,pending,,,7,46,139.85399537907278,0,1783.9196254149429,1
2011.2674954062818,5,pending,pending,,,5,44,75.53686462568375,0,2011.2674954062818,0
2051.5334494953627,4,pending,pending,,,4,43,90.24140989329501,0,2051.5334494953627,2
2051.974072312144,8,pending,pending,,,8,47,42.390750700664256,0,2051.974072312144,1
2187.82344625485,6,pending,pending,,,6,45,37.43530436909569,0,2187.82344625485,0
2198.861490855402,7,pending,pending,,,7,46,82.3081724102011,0,2198.861490855402,0
2545.9493584526585,9,pending,pending,,,9,48,60.89746190869652,0,2545.9493584526585,1
2562.987091671488,8,pending,pending,,,8,47,70.58549706270726,0,2562.987091671488,0
2668.546589856884,9,pending,pending,,,9,48,68.22830399676434,0,2668.546589856884,0
2883.0937748281362,5,pending,pending,,,5,44,57.99392959898164,0,2883.0937748281362,2
2889.118795829427,6,pending,pending,,,6,45,30.836527396614095,0,2889.118795829427,2
2969.1327572030714,7,pending,pending,,,7,46,73.59800791647436,0,2969.1327572030714,2
3013.590192560253,8,pending,pending,,,8,47,42.320932951452384,0,3013.590192560253,2
3020.907655665388,10,pending,pending,,,10,49,76.64207136747173,0,3020.907655665388,0
3028.3492613671865,11,pending,pending,,,11,50,99.35476230504122,0,3028.3492613671865,0
3169.9203460089257,9,pending,pending,,,9,48,82.44608625220859,0,3169.9203460089257,2
3502.388918112809,12,pending,pending,,,12,51,88.14953700440786,0,3502.388918112809,0
3553.7372843220733,13,pending,pending,,,13,52,77.08629115305399,0,3553.7372843220733,0
3638.1419421783944,10,pending,pending,,,10,49,101.49773769703323,0,3638.1419421783944,1
3920.5719227444815,10,pending,pending,,,10,49,86.55288519665407,0,3920.5719227444815,2
4036.28480421992,11,pending,pending,,,11,50,59.411038947264906,0,4036.28480421992,2
4126.926239902412,12,pending,pending,,,12,51,18.435795869445222,0,4126.926239902412,2
4244.734073326152,13,pending,pending,,,13,52,91.61030862198967,0,4244.734073326152,2
4542.5873847295325,14,pending,pending,,,14,53,70.75691686946134,0,4542.5873847295325,2
4662.154804326898,11,pending,pending,,,11,50,67.5117866609281,0,4662.154804326898,1
4827.36367602733,12,pending,pending,,,12,51,96.77826520433851,0,4827.36367602733,1
5169.139172090802,15,pending,pending,,,15,54,113.77180932955869,0,5169.139172090802,2
5205.073933193033,13,pending,pending,,,13,52,81.37750083257205,0,5205.073933193033,1
5335.375904693935,14,pending,pending,,,14,53,83.90369922029475,0,5335.375904693935,1
5346.717540236604,14,pending,pending,,,14,53,83.11591243512495,0,5346.717540236604,0
5535.245217567355,16,pending,pending,,,16,55,38.12200781953625,0,5535.245217567355,2
5542.5805944649155,15,pending,pending,,,15,54,71.3074652703591,0,5542.5805944649155,0
5567.853899478547,17,pending,pending,,,17,56,98.1311811594219,0,5567.853899478547,2
5847.657654403087,16,pending,pending,,,16,55,112.77808200728515,0,5847.657654403087,0
6102.570664938242,17,pending,pending,,,17,56,60.77301992250245,0,6102.570664938242,0
6143.997694599291,18,pending,pending,,,18,57,54.31216090749304,0,6143.997694599291,0
6221.139698367298,19,pending,pending,,,19,58,100.36514983443986,0,6221.139698367298,0
6285.173987549488,18,pending,pending,,,18,57,94.02970257772613,0,6285.173987549488,2
6292.211186830848,20,pending,pending,,,20,59,82.995012170044,0,6292.211186830848,0
6482.040514599265,15,pending,pending,,,15,54,95.32555356551143,0,6482.040514599265,1
6763.889627663265,21,pending,pending,,,21,60,51.980905896396294,0,6763.889627663265,0
6896.719442844729,16,pending,pending,,,16,55,84.48026836575372,0,6896.719442844729,1
6909.640924933921,19,pending,pending,,,19,58,125.41334787753809,0,6909.640924933921,2
7122.720747258974,20,pending,pending,,,20,59,111.9338050418794,0,7122.720747258974,2
7180.565379639015,17,pending,pending,,,17,56,50.140110897234266,0,7180.565379639015,1
7449.59915084395,22,pending,pending,,,22,61,77.22264705098047,0,7449.59915084395,0
7527.077778706266,18,pending,pending,,,18,57,47.08606317720074,0,7527.077778706266,1
8091.378433822172,23,pending,pending,,,23,62,76.71210266290392,0,8091.378433822172,0
8186.110963663539,19,pending,pending,,,19,58,61.38438900096761,0,8186.110963663539,1
8546.7582156426,20,pending,pending,,,20,59,87.94223098028704,0,8546.7582156426,1
8651.33592795124,21,pending,pending,,,21,60,81.43468944410662,0,8651.33592795124,2
8666.933239032793,22,pending,pending,,,22,61,75.26925954520738,0,8666.933239032793,2
8779.656861509218,24,pending,pending,,,24,63,64.74700599349113,0,8779.656861509218,0
8991.884042039943,25,pending,pending,,,25,64,107.99401174238406,0,8991.884042039943,0
9027.491239009756,23,pending,pending,,,23,62,77.70411538660805,0,9027.491239009756,2
9051.933257616523,26,pending,pending,,,26,65,96.59182272128999,0,9051.933257616523,0
9190.249352252862,21,pending,pending,,,21,60,82.71283429021216,0,9190.249352252862,1
9223.477471434724,22,pending,pending,,,22,61,74.35367251795118,0,9223.477471434724,1
9556.057819130054,23,pending,pending,,,23,62,97.91880004166667,0,9556.057819130054,1
9616.236270898842,24,pending,pending,,,24,63,89.71515779919473,0,9616.236270898842,2
9908.162341478763,27,pending,pending,,,27,66,39.6937433428216,0,9908.162341478763,0
10366.002978466824,28,pending,pending,,,28,67,111.27969760893421,0,10366.002978466824,0
11196.586661797575,24,pending,pending,,,24,63,70.66680056422271,0,11196.586661797575,1
11625.435298428734,29,pending,pending,,,29,68,74.21039020901104,0,11625.435298428734,0
11857.957392008939,25,pending,pending,,,25,64,15.274523760021161,0,11857.957392008939,1
12170.312409366747,30,pending,pending,,,30,69,90.9192167581577,0,12170.312409366747,0
12378.124450580228,31,pending,pending,,,31,70,49.51855800390477,0,12378.124450580228,0
12448.395124747816,26,pending,pending,,,26,65,82.8848983968743,0,12448.395124747816,1
13096.526129100137,25,pending,pending,,,25,64,60.48295819673561,0,13096.526129100137,2
13242.772240873419,32,pending,pending,,,32,71,77.81378639390952,0,13242.772240873419,0
13398.066250182377,33,pending,pending,,,33,72,100.56986559313091,0,13398.066250182377,0
13449.986808474745,27,pending,pending,,,27,66,89.54636827992084,0,13449.986808474745,1
13463.043715754156,26,pending,pending,,,26,65,82.91774617501014,0,13463.043715754156,2
13660.871865505564,28,pending,pending,,,28,67,70.90256925566796,0,13660.871865505564,1
13968.080326455776,29,pending,pending,,,29,68,42.706940874767184,0,13968.080326455776,1
14004.97778483903,34,pending,pending,,,34,73,57.01476242627379,0,14004.97778483903,0
14063.886626371335,27,pending,pending,,,27,66,76.20083001829742,0,14063.886626371335,2
15208.104906806124,30,pending,pending,,,30,69,104.30028540407531,0,15208.104906806124,1
15307.383873921037,31,pending,pending,,,31,70,96.85491452248539,0,15307.383873921037,1
15976.681775148214,28,pending,pending,,,28,67,61.53629253570759,0,15976.681775148214,2
16038.033642556795,29,pending,pending,,,29,68,62.27923847725933,0,16038.033642556795,2
16404.33872480804,30,pending,pending,,,30,69,64.46823705369253,0,16404.33872480804,2
