time,task_id,prev_status,status,prev_assigned_vehicle_id,assigned_vehicle_id,pickup_node_id,delivery_node_id,demand,priority,arrival_time
142.0390529679106,1,pending,completed,,1,1,94,77.86323766329687,0,129.19986655426248
239.80909050818084,2,pending,completed,,2,2,95,73.49164271586982,0,197.32532495729095
274.1171589037318,3,pending,completed,,3,3,96,83.65062216412976,0,239.80909050818084
362.7976185309436,4,pending,completed,,4,4,97,33.35131882111468,0,312.7597115933835
711.9649104594879,5,pending,completed,,6,5,98,95.43915981565522,0,669.6570558814379
798.3514767111955,7,pending,completed,,11,7,100,43.53024442693639,0,757.582993741418
816.5089690685047,6,pending,completed,,7,6,99,77.85604804819488,0,747.2788102106922
864.0657624254812,8,pending,completed,,5,8,101,81.85193907818939,0,816.5089690685047
992.4295826470167,9,pending,completed,,7,9,102,112.36076219169394,0,985.5044399366978
1468.7543499006415,11,pending,completed,,9,11,104,69.12515117186804,0,1437.14204885603
1495.0400641863557,10,pending,completed,,9,10,103,43.084143119573184,0,1363.1416686959155
1596.7543499006415,12,pending,completed,,2,12,105,102.90401666900684,0,1541.2528431465137
2038.2431921020802,13,pending,completed,,12,13,106,93.7696874413271,0,1933.0734844977503
2133.3257784720695,14,pending,completed,,8,14,107,53.41429012121103,0,2131.8929816712453
2453.576525435413,15,pending,completed,,8,15,108,83.72338564227306,0,2276.8628901427924
2685.441644104512,16,pending,completed,,8,16,109,64.57032904798689,0,2380.9867009509544
2767.576525435413,18,pending,completed,,8,18,111,50.270880592092496,0,2694.519439330852
4650.1178358530115,31,pending,completed,,12,31,124,43.47608225870388,0,4460.576351135551
4745.09553564725,20,pending,completed,,12,20,113,91.71095368090239,0,2811.305751689176
4882.139324730819,33,pending,rejected,,,33,126,90.25858479908852,0,4745.09553564725
2452.24319210208,17,pending,rejected,,,17,110,76.9605289540068,0,2424.0527349104686
2893.576525435413,22,pending,rejected,,,22,115,89.0308528235703,0,2876.9871649736815
3021.576525435413,23,pending,rejected,,,23,116,71.15314972186292,0,3018.65859807379
3085.576525435413,24,pending,rejected,,,24,117,81.68490408804463,0,3059.1695290911466
3520.2183393202645,25,pending,rejected,,,25,118,76.91001635954413,0,3510.8291139390844
4068.5432532064706,26,pending,rejected,,,26,119,11.542840113249845,0,3520.2183393202645
4105.712187563545,27,pending,rejected,,,27,120,65.34875116034817,0,4068.5432532064706
4364.186095791315,28,pending,rejected,,,28,121,84.75420298771067,0,4105.712187563545
4400.6623218959585,29,pending,rejected,,,29,122,90.68106772392757,0,4364.186095791315
4460.576351135551,30,pending,rejected,,,30,123,75.2075162220189,0,4400.6623218959585
4745.09553564725,32,pending,rejected,,,32,125,66.2013102102802,0,4650.1178358530115
4914.925527564022,34,pending,rejected,,,34,127,75.64015209511632,0,4882.139324730819
4984.661483718429,35,pending,rejected,,,35,128,85.10928088090614,0,4978.382996729458
5085.253816111153,36,pending,rejected,,,36,129,63.85469754707604,0,4984.661483718429
5110.281704673375,37,pending,rejected,,,37,130,63.436689715597204,0,5085.253816111153
5698.432087172776,38,pending,rejected,,,38,131,95.16222317383841,0,5110.281704673375
5702.433001007366,39,pending,rejected,,,39,132,89.7272117122383,0,5698.432087172776
5841.048270357815,40,pending,rejected,,,40,133,69.73762469299487,0,5702.433001007366
