time,task_id,prev_status,status,prev_assigned_vehicle_id,assigned_vehicle_id,pickup_node_id,delivery_node_id,demand,priority,arrival_time
6333.0673032723835,41,pending,rejected,,,41,134,88.45862849952377,0,5841.048270357815
6669.694340614218,42,pending,rejected,,,42,135,90.19402170484776,0,6333.0673032723835
7318.385686415977,43,pending,rejected,,,43,136,78.11266302512088,0,6669.694340614218
7531.571525415658,44,pending,rejected,,,44,137,74.40746984353187,0,7318.385686415977
7609.883505092815,45,pending,rejected,,,45,138,34.06832169998455,0,7531.571525415658
7657.0415671669225,46,pending,rejected,,,46,139,48.69977429476755,0,7609.883505092815
7859.041371007912,47,pending,rejected,,,47,140,109.55320208113008,0,7657.0415671669225
7888.892582598468,48,pending,rejected,,,48,141,68.80318140029357,0,7859.041371007912
8019.501875387097,49,pending,rejected,,,49,142,45.893921298234076,0,7888.892582598468
8302.677119108552,50,pending,rejected,,,50,143,94.89186100537097,0,8019.501875387097
8314.618880842661,51,pending,rejected,,,51,144,85.91292382083087,0,8302.677119108552
8444.662268425122,52,pending,rejected,,,52,145,75.118489134437,0,8314.618880842661
8521.210217602014,53,pending,rejected,,,53,146,110.07862813163118,0,8444.662268425122
8870.837517687698,54,pending,rejected,,,54,147,109.40832250421295,0,8521.210217602014
8956.673620633506,55,pending,rejected,,,55,148,56.98674648830837,0,8870.837517687698
8970.547413285798,56,pending,rejected,,,56,149,85.3508378253216,0,8956.673620633506
9101.539871437275,57,pending,rejected,,,57,150,29.61927764596684,0,8970.547413285798
9309.417710646578,58,pending,rejected,,,58,151,128.9310136524393,0,9101.539871437275
9335.377501316292,59,pending,rejected,,,59,152,29.127243607322647,0,9309.417710646578
9498.992269990104,60,pending,rejected,,,60,153,104.71671760410416,0,9335.377501316292
9556.916844934678,61,pending,rejected,,,61,154,81.6654530126075,0,9498.992269990104
10979.630054999176,62,pending,rejected,,,62,155,98.78942178237801,0,9556.916844934678
11465.652020097154,63,pending,rejected,,,63,156,86.14157929905608,0,10979.630054999176
11839.607814623778,64,pending,rejected,,,64,157,72.85556037222794,0,11465.652020097154
12131.852965699141,65,pending,rejected,,,65,158,85.59225040623053,0,11839.607814623778
12400.777698490461,66,pending,rejected,,,66,159,91.2120214774644,0,12131.852965699141
12432.014297601618,67,pending,rejected,,,67,160,78.01517991300987,0,12400.777698490461
12685.397272392482,68,pending,rejected,,,68,161,116.84635740713682,0,12432.014297601618
12792.298166005568,69,pending,rejected,,,69,162,80.94521982791521,0,12685.397272392482
13094.113918941588,70,pending,rejected,,,70,163,128.28149139949602,0,12792.298166005568
14044.014039527217,71,pending,rejected,,,71,164,37.016777187794844,0,13094.113918941588
14505.172109928935,72,pending,rejected,,,72,165,53.8614731332962,0,14044.014039527217
14949.743324160241,73,pending,rejected,,,73,166,77.12711892838576,0,14505.172109928935
15038.855656133765,74,pending,rejected,,,74,167,17.01621326851196,0,14949.743324160241
15090.305151407145,75,pending,rejected,,,75,168,46.76177401559889,0,15038.855656133765
15387.23569716424,76,pending,rejected,,,76,169,53.37222786442615,0,15090.305151407145
15488.529640698962,77,pending,rejected,,,77,170,76.8576601704029,0,15387.23569716424
15929.561509628096,78,pending,rejected,,,78,171,81.545485784407,0,15488.529640698962
15992.967401929702,79,pending,rejected,,,79,172,78.90343441625676,0,15929.561509628096
16109.708102909246,80,pending,rejected,,,80,173,57.7401965687626,0,15992.967401929702
16942.19034718348,81,pending,rejected,,,81,174,75.87940644949165,0,16109.708102909246
17177.23808160648,82,pending,rejected,,,82,175,80.13920808441279,0,16942.19034718348
18925.677748714654,83,pending,rejected,,,83,176,85.3881502841033,0,17177.23808160648
19153.848546495843,84,pending,rejected,,,84,177,79.30538660745518,0,18925.677748714654
19519.702818283975,85,pending,rejected,,,85,178,81.24392441430422,0,19153.848546495843
19809.947547951127,86,pending,rejected,,,86,179,39.966110268049285,0,19519.702818283975
22428.834467474062,87,pending,rejected,,,87,180,72.90817233227912,0,19809.947547951127
23770.40989413698,88,pending,rejected,,,88,181,107.6240530380638,0,22428.834467474062
25015.45078296409,89,pending,rejected,,,89,182,47.17386436374697,0,23770.40989413698
25730.589148201336,90,pending,rejected,,,90,183,87.29375803596312,0,25015.45078296409
26783.118274224435,91,pending,rejected,,,91,184,79.33566621763993,0,25730.589148201336
26973.741498335745,92,pending,rejected,,,92,185,76.11206075074703,0,26783.118274224435
26973.741498335745,93,pending,rejected,,,93,186,88.62559789414183,0,26973.741498335745
